dataset,folder,video_name,png_count,first_file,last_file,file_pattern,has_gaps,status,full_path
FaceForensics++,original,000,132,frame_00000.png,frame_00131.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\000
FaceForensics++,original,001,154,frame_00000.png,frame_00153.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\001
FaceForensics++,original,002,231,frame_00000.png,frame_00230.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\002
FaceForensics++,original,003,101,frame_00000.png,frame_00100.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\003
FaceForensics++,original,004,103,frame_00000.png,frame_00102.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\004
FaceForensics++,original,005,129,frame_00000.png,frame_00128.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\005
FaceForensics++,original,006,104,frame_00000.png,frame_00103.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\006
FaceForensics++,original,007,169,frame_00000.png,frame_00168.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\007
FaceForensics++,original,008,213,frame_00000.png,frame_00212.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\008
FaceForensics++,original,009,196,frame_00000.png,frame_00195.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\009
FaceForensics++,original,010,158,frame_00000.png,frame_00157.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\010
FaceForensics++,original,011,211,frame_00000.png,frame_00210.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\011
FaceForensics++,original,012,121,frame_00000.png,frame_00120.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\012
FaceForensics++,original,013,111,frame_00000.png,frame_00110.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\013
FaceForensics++,original,014,226,frame_00000.png,frame_00225.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\014
FaceForensics++,original,015,146,frame_00000.png,frame_00145.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\015
FaceForensics++,original,016,226,frame_00000.png,frame_00225.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\016
FaceForensics++,original,017,133,frame_00000.png,frame_00132.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\017
FaceForensics++,original,018,144,frame_00000.png,frame_00143.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\018
FaceForensics++,original,019,462,frame_00000.png,frame_00461.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\019
FaceForensics++,original,020,130,frame_00000.png,frame_00129.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\020
FaceForensics++,original,021,144,frame_00000.png,frame_00143.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\021
FaceForensics++,original,022,109,frame_00000.png,frame_00108.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\022
FaceForensics++,original,023,185,frame_00000.png,frame_00184.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\023
FaceForensics++,original,024,102,frame_00000.png,frame_00101.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\024
FaceForensics++,original,025,249,frame_00000.png,frame_00248.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\025
FaceForensics++,original,026,108,frame_00000.png,frame_00107.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\026
FaceForensics++,original,027,105,frame_00000.png,frame_00104.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\027
FaceForensics++,original,028,145,frame_00000.png,frame_00144.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\028
FaceForensics++,original,029,139,frame_00000.png,frame_00138.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\029
FaceForensics++,original,030,99,frame_00000.png,frame_00098.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\030
FaceForensics++,original,031,161,frame_00000.png,frame_00160.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\031
FaceForensics++,original,032,104,frame_00000.png,frame_00103.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\032
FaceForensics++,original,033,270,frame_00000.png,frame_00269.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\033
FaceForensics++,original,034,136,frame_00000.png,frame_00135.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\034
FaceForensics++,original,035,141,frame_00000.png,frame_00140.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\035
FaceForensics++,original,036,113,frame_00000.png,frame_00112.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\036
FaceForensics++,original,037,152,frame_00000.png,frame_00151.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\037
FaceForensics++,original,038,102,frame_00000.png,frame_00101.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\038
FaceForensics++,original,039,203,frame_00000.png,frame_00202.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\039
FaceForensics++,original,040,183,frame_00000.png,frame_00182.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\040
FaceForensics++,original,041,117,frame_00000.png,frame_00116.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\041
FaceForensics++,original,042,113,frame_00000.png,frame_00112.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\042
FaceForensics++,original,043,165,frame_00000.png,frame_00164.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\043
FaceForensics++,original,044,112,frame_00000.png,frame_00111.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\044
FaceForensics++,original,045,117,frame_00000.png,frame_00116.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\045
FaceForensics++,original,046,168,frame_00000.png,frame_00167.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\046
FaceForensics++,original,047,107,frame_00000.png,frame_00106.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\047
FaceForensics++,original,048,162,frame_00000.png,frame_00161.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\048
FaceForensics++,original,049,120,frame_00000.png,frame_00119.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\049
FaceForensics++,original,050,177,frame_00000.png,frame_00176.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\050
FaceForensics++,original,051,239,frame_00000.png,frame_00238.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\051
FaceForensics++,original,052,108,frame_00000.png,frame_00107.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\052
FaceForensics++,original,053,139,frame_00000.png,frame_00138.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\053
FaceForensics++,original,054,123,frame_00000.png,frame_00122.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\054
FaceForensics++,original,055,132,frame_00000.png,frame_00131.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\055
FaceForensics++,original,056,125,frame_00000.png,frame_00124.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\056
FaceForensics++,original,057,144,frame_00000.png,frame_00143.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\057
FaceForensics++,original,058,223,frame_00000.png,frame_00222.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\058
FaceForensics++,original,059,241,frame_00000.png,frame_00240.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\059
FaceForensics++,original,060,282,frame_00000.png,frame_00281.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\060
FaceForensics++,original,061,113,frame_00000.png,frame_00112.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\061
FaceForensics++,original,062,141,frame_00000.png,frame_00140.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\062
FaceForensics++,original,063,310,frame_00000.png,frame_00309.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\063
FaceForensics++,original,064,134,frame_00000.png,frame_00133.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\064
FaceForensics++,original,065,148,frame_00000.png,frame_00147.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\065
FaceForensics++,original,066,145,frame_00000.png,frame_00144.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\066
FaceForensics++,original,067,180,frame_00000.png,frame_00179.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\067
FaceForensics++,original,068,134,frame_00000.png,frame_00133.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\068
FaceForensics++,original,069,258,frame_00000.png,frame_00257.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\069
FaceForensics++,original,070,123,frame_00000.png,frame_00122.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\070
FaceForensics++,original,071,151,frame_00000.png,frame_00150.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\071
FaceForensics++,original,072,104,frame_00000.png,frame_00103.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\072
FaceForensics++,original,073,235,frame_00000.png,frame_00234.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\073
FaceForensics++,original,074,115,frame_00000.png,frame_00114.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\074
FaceForensics++,original,075,205,frame_00000.png,frame_00204.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\075
FaceForensics++,original,076,110,frame_00000.png,frame_00109.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\076
FaceForensics++,original,077,204,frame_00000.png,frame_00203.png,frame_5digit_sequential,False,ok,F:\FF++_preprocessed\frames\original\077
